"","height","weight","label"
"4026",157,66,"fat"
"4027",139,46,"normal"
"4028",128,49,"fat"
"4029",167,42,"thin"
"4030",170,69,"normal"
"4031",128,68,"fat"
"4032",147,54,"normal"
"4033",190,74,"normal"
"4034",191,56,"thin"
"4035",129,77,"fat"
"4036",183,62,"normal"
"4037",191,55,"thin"
"4038",149,43,"normal"
"4039",141,71,"fat"
"4040",174,77,"fat"
"4041",175,61,"normal"
"4042",190,66,"thin"
"4043",152,57,"normal"
"4044",146,56,"fat"
"4045",162,48,"thin"
"4046",187,36,"thin"
"4047",152,70,"fat"
"4048",184,45,"thin"
"4049",174,79,"fat"
"4050",181,57,"thin"
"4051",157,76,"fat"
"4052",197,54,"thin"
"4053",155,75,"fat"
"4054",182,77,"normal"
"4055",154,66,"fat"
"4056",153,79,"fat"
"4057",191,73,"normal"
"4058",132,80,"fat"
"4059",174,43,"thin"
"4060",120,70,"fat"
"4061",121,71,"fat"
"4062",156,67,"fat"
"4063",161,38,"thin"
"4064",140,36,"thin"
"4065",156,80,"fat"
"4066",169,61,"normal"
"4067",192,73,"normal"
"4068",196,53,"thin"
"4069",144,61,"fat"
"4070",195,40,"thin"
"4071",142,53,"fat"
"4072",145,37,"thin"
"4073",151,35,"thin"
"4074",122,48,"fat"
"4075",153,64,"fat"
"4076",180,38,"thin"
"4077",126,47,"fat"
"4078",183,73,"normal"
"4079",142,59,"fat"
"4080",192,79,"normal"
"4081",196,35,"thin"
"4082",195,63,"thin"
"4083",129,77,"fat"
"4084",175,69,"normal"
"4085",167,52,"normal"
"4086",193,67,"thin"
"4087",135,71,"fat"
"4088",190,60,"thin"
"4089",125,76,"fat"
"4090",184,45,"thin"
"4091",131,44,"fat"
"4092",147,40,"normal"
"4093",173,42,"thin"
"4094",137,58,"fat"
"4095",199,41,"thin"
"4096",134,72,"fat"
"4097",190,46,"thin"
"4098",189,61,"thin"
"4099",121,50,"fat"
"4100",180,77,"normal"
"4101",166,75,"fat"
"4102",177,56,"thin"
"4103",187,42,"thin"
"4104",154,78,"fat"
"4105",174,74,"normal"
"4106",127,36,"normal"
"4107",125,44,"fat"
"4108",159,55,"normal"
"4109",131,73,"fat"
"4110",142,44,"normal"
"4111",191,39,"thin"
"4112",191,50,"thin"
"4113",165,76,"fat"
"4114",151,71,"fat"
"4115",149,37,"thin"
"4116",164,62,"normal"
"4117",129,56,"fat"
"4118",161,71,"fat"
"4119",123,65,"fat"
"4120",175,37,"thin"
"4121",156,70,"fat"
"4122",156,54,"normal"
"4123",144,44,"normal"
"4124",126,52,"fat"
"4125",164,58,"normal"
"4126",157,80,"fat"
"4127",172,56,"normal"
"4128",146,55,"fat"
"4129",153,79,"fat"
"4130",196,54,"thin"
"4131",127,39,"normal"
"4132",123,74,"fat"
"4133",153,48,"normal"
"4134",168,54,"normal"
"4135",180,79,"normal"
"4136",182,77,"normal"
"4137",193,41,"thin"
"4138",153,46,"normal"
"4139",169,39,"thin"
"4140",148,69,"fat"
"4141",187,51,"thin"
"4142",161,66,"fat"
"4143",198,65,"thin"
"4144",121,78,"fat"
"4145",152,56,"normal"
"4146",161,61,"normal"
"4147",177,69,"normal"
"4148",153,56,"normal"
"4149",165,80,"fat"
"4150",134,72,"fat"
"4151",199,47,"thin"
"4152",150,71,"fat"
"4153",140,48,"normal"
"4154",137,52,"fat"
"4155",129,45,"fat"
"4156",163,79,"fat"
"4157",120,80,"fat"
"4158",177,54,"thin"
"4159",168,48,"thin"
"4160",177,80,"fat"
"4161",149,78,"fat"
"4162",192,39,"thin"
"4163",186,58,"thin"
"4164",176,65,"normal"
"4165",146,43,"normal"
"4166",154,41,"thin"
"4167",145,76,"fat"
"4168",155,49,"normal"
"4169",199,54,"thin"
"4170",196,41,"thin"
"4171",172,36,"thin"
"4172",174,79,"fat"
"4173",169,75,"fat"
"4174",134,57,"fat"
"4175",188,77,"normal"
"4176",134,53,"fat"
"4177",144,40,"normal"
"4178",138,39,"normal"
"4179",168,67,"normal"
"4180",136,53,"fat"
"4181",142,63,"fat"
"4182",189,68,"normal"
"4183",134,58,"fat"
"4184",126,36,"normal"
"4185",199,49,"thin"
"4186",141,60,"fat"
"4187",185,48,"thin"
"4188",142,52,"fat"
"4189",194,39,"thin"
"4190",160,37,"thin"
"4191",132,45,"fat"
"4192",159,57,"normal"
"4193",142,66,"fat"
"4194",129,71,"fat"
"4195",191,70,"normal"
"4196",122,46,"fat"
"4197",124,35,"normal"
"4198",171,58,"normal"
"4199",163,36,"thin"
"4200",147,60,"fat"
"4201",190,38,"thin"
"4202",122,51,"fat"
"4203",128,79,"fat"
"4204",128,62,"fat"
"4205",169,57,"normal"
"4206",162,65,"normal"
"4207",156,43,"thin"
"4208",188,35,"thin"
"4209",139,57,"fat"
"4210",167,43,"thin"
"4211",153,47,"normal"
"4212",187,76,"normal"
"4213",187,46,"thin"
"4214",177,77,"normal"
"4215",176,78,"fat"
"4216",197,51,"thin"
"4217",160,74,"fat"
"4218",130,58,"fat"
"4219",193,57,"thin"
"4220",187,50,"thin"
"4221",158,60,"normal"
"4222",120,76,"fat"
"4223",180,67,"normal"
"4224",180,51,"thin"
"4225",131,44,"fat"
"4226",196,60,"thin"
"4227",186,52,"thin"
"4228",164,54,"normal"
"4229",158,44,"thin"
"4230",158,50,"normal"
"4231",166,75,"fat"
"4232",163,79,"fat"
"4233",193,73,"normal"
"4234",143,58,"fat"
"4235",138,69,"fat"
"4236",169,53,"normal"
"4237",176,44,"thin"
"4238",149,74,"fat"
"4239",151,68,"fat"
"4240",132,48,"fat"
"4241",148,69,"fat"
"4242",158,39,"thin"
"4243",190,70,"normal"
"4244",136,44,"normal"
"4245",159,63,"normal"
"4246",143,66,"fat"
"4247",140,41,"normal"
"4248",182,78,"normal"
"4249",195,51,"thin"
"4250",155,42,"thin"
"4251",182,71,"normal"
"4252",144,78,"fat"
"4253",166,41,"thin"
"4254",161,47,"thin"
"4255",131,42,"normal"
"4256",176,38,"thin"
"4257",199,54,"thin"
"4258",197,68,"thin"
"4259",149,38,"thin"
"4260",131,56,"fat"
"4261",200,46,"thin"
"4262",124,60,"fat"
"4263",144,77,"fat"
"4264",128,59,"fat"
"4265",144,37,"thin"
"4266",135,67,"fat"
"4267",165,66,"normal"
"4268",129,37,"normal"
"4269",143,37,"thin"
"4270",184,69,"normal"
"4271",182,59,"thin"
"4272",148,79,"fat"
"4273",188,63,"thin"
"4274",123,60,"fat"
"4275",195,53,"thin"
"4276",183,57,"thin"
"4277",141,52,"fat"
"4278",189,41,"thin"
"4279",145,70,"fat"
"4280",199,44,"thin"
"4281",138,53,"fat"
"4282",132,51,"fat"
"4283",138,53,"fat"
"4284",136,53,"fat"
"4285",127,49,"fat"
"4286",133,52,"fat"
"4287",120,37,"fat"
"4288",146,50,"normal"
"4289",131,67,"fat"
"4290",134,61,"fat"
"4291",122,74,"fat"
"4292",154,76,"fat"
"4293",164,47,"thin"
"4294",128,61,"fat"
"4295",182,66,"normal"
"4296",122,75,"fat"
"4297",121,45,"fat"
"4298",152,80,"fat"
"4299",142,57,"fat"
"4300",165,60,"normal"
"4301",160,67,"fat"
"4302",137,49,"fat"
"4303",186,41,"thin"
"4304",188,79,"normal"
"4305",143,63,"fat"
"4306",169,38,"thin"
"4307",185,73,"normal"
"4308",194,47,"thin"
"4309",125,43,"fat"
"4310",132,50,"fat"
"4311",153,35,"thin"
"4312",125,76,"fat"
"4313",189,78,"normal"
"4314",192,70,"normal"
"4315",158,51,"normal"
"4316",175,38,"thin"
"4317",173,47,"thin"
"4318",181,50,"thin"
"4319",182,66,"normal"
"4320",136,66,"fat"
"4321",164,73,"fat"
"4322",152,36,"thin"
"4323",186,75,"normal"
"4324",124,73,"fat"
"4325",168,78,"fat"
"4326",160,68,"fat"
"4327",145,74,"fat"
"4328",130,80,"fat"
"4329",189,38,"thin"
"4330",194,35,"thin"
"4331",139,75,"fat"
"4332",165,50,"thin"
"4333",167,35,"thin"
"4334",177,77,"normal"
"4335",140,56,"fat"
"4336",153,71,"fat"
"4337",147,78,"fat"
"4338",152,54,"normal"
"4339",161,58,"normal"
"4340",129,44,"fat"
"4341",145,77,"fat"
"4342",129,65,"fat"
"4343",194,41,"thin"
"4344",176,43,"thin"
"4345",128,50,"fat"
"4346",184,37,"thin"
"4347",184,44,"thin"
"4348",159,53,"normal"
"4349",156,70,"fat"
"4350",188,45,"thin"
"4351",146,54,"fat"
"4352",137,57,"fat"
"4353",140,62,"fat"
"4354",200,73,"thin"
"4355",125,64,"fat"
"4356",163,41,"thin"
"4357",170,65,"normal"
"4358",186,41,"thin"
"4359",198,61,"thin"
"4360",140,68,"fat"
"4361",126,40,"fat"
"4362",176,48,"thin"
"4363",144,75,"fat"
"4364",170,48,"thin"
"4365",150,61,"fat"
"4366",195,37,"thin"
"4367",136,77,"fat"
"4368",182,61,"thin"
"4369",179,44,"thin"
"4370",133,41,"normal"
"4371",144,79,"fat"
"4372",121,46,"fat"
"4373",165,38,"thin"
"4374",139,70,"fat"
"4375",128,79,"fat"
"4376",146,68,"fat"
"4377",120,45,"fat"
"4378",128,51,"fat"
"4379",158,38,"thin"
"4380",176,45,"thin"
"4381",182,51,"thin"
"4382",139,62,"fat"
"4383",131,47,"fat"
"4384",140,70,"fat"
"4385",177,42,"thin"
"4386",158,42,"thin"
"4387",179,76,"normal"
"4388",200,53,"thin"
"4389",135,77,"fat"
"4390",122,76,"fat"
"4391",148,70,"fat"
"4392",191,37,"thin"
"4393",181,37,"thin"
"4394",157,47,"normal"
"4395",154,57,"normal"
"4396",190,56,"thin"
"4397",188,45,"thin"
"4398",178,59,"normal"
"4399",171,80,"fat"
"4400",195,53,"thin"
"4401",187,37,"thin"
"4402",178,65,"normal"
"4403",194,43,"thin"
"4404",161,64,"normal"
"4405",156,63,"fat"
"4406",186,50,"thin"
"4407",143,70,"fat"
"4408",164,53,"normal"
"4409",136,72,"fat"
"4410",123,41,"fat"
"4411",172,47,"thin"
"4412",159,76,"fat"
"4413",130,60,"fat"
"4414",153,35,"thin"
"4415",152,65,"fat"
"4416",141,47,"normal"
"4417",148,56,"fat"
"4418",198,59,"thin"
"4419",194,61,"thin"
"4420",162,70,"fat"
"4421",175,43,"thin"
"4422",169,75,"fat"
"4423",195,69,"thin"
"4424",135,37,"normal"
"4425",145,63,"fat"
"4426",156,50,"normal"
"4427",147,43,"normal"
"4428",193,46,"thin"
"4429",127,56,"fat"
"4430",188,41,"thin"
"4431",159,59,"normal"
"4432",178,61,"normal"
"4433",172,73,"normal"
"4434",174,52,"thin"
"4435",167,78,"fat"
"4436",172,78,"fat"
"4437",172,40,"thin"
"4438",128,65,"fat"
"4439",164,62,"normal"
"4440",130,67,"fat"
"4441",170,42,"thin"
"4442",144,37,"thin"
"4443",197,56,"thin"
"4444",168,59,"normal"
"4445",162,77,"fat"
"4446",186,36,"thin"
"4447",188,43,"thin"
"4448",125,42,"fat"
"4449",155,68,"fat"
"4450",172,59,"normal"
"4451",178,59,"normal"
"4452",133,75,"fat"
"4453",122,35,"normal"
"4454",148,68,"fat"
"4455",142,52,"fat"
"4456",176,52,"thin"
"4457",124,46,"fat"
"4458",135,70,"fat"
"4459",164,63,"normal"
"4460",197,47,"thin"
"4461",161,66,"fat"
"4462",171,50,"thin"
"4463",160,69,"fat"
"4464",133,37,"normal"
"4465",122,70,"fat"
"4466",170,71,"normal"
"4467",198,70,"thin"
"4468",187,78,"normal"
"4469",178,71,"normal"
"4470",200,35,"thin"
"4471",173,63,"normal"
"4472",197,49,"thin"
"4473",136,66,"fat"
"4474",193,75,"normal"
"4475",135,48,"fat"
"4476",154,56,"normal"
"4477",124,54,"fat"
"4478",146,52,"normal"
"4479",171,58,"normal"
"4480",120,35,"normal"
"4481",144,58,"fat"
"4482",156,72,"fat"
"4483",183,74,"normal"
"4484",197,42,"thin"
"4485",163,45,"thin"
"4486",139,60,"fat"
"4487",169,71,"normal"
"4488",152,37,"thin"
"4489",189,36,"thin"
"4490",157,72,"fat"
"4491",133,51,"fat"
"4492",196,49,"thin"
"4493",121,40,"fat"
"4494",138,50,"fat"
"4495",128,37,"normal"
"4496",179,70,"normal"
"4497",151,56,"normal"
"4498",160,61,"normal"
"4499",136,64,"fat"
"4500",166,79,"fat"
"4501",162,80,"fat"
"4502",184,69,"normal"
"4503",146,42,"normal"
"4504",164,72,"fat"
"4505",140,61,"fat"
"4506",164,67,"normal"
"4507",145,58,"fat"
"4508",172,53,"thin"
"4509",168,53,"normal"
"4510",196,50,"thin"
"4511",155,56,"normal"
"4512",163,69,"fat"
"4513",139,75,"fat"
"4514",185,42,"thin"
"4515",180,48,"thin"
"4516",165,66,"normal"
"4517",125,48,"fat"
"4518",162,79,"fat"
"4519",144,54,"fat"
"4520",141,40,"normal"
"4521",125,35,"normal"
"4522",185,38,"thin"
"4523",154,74,"fat"
"4524",150,50,"normal"
"4525",157,74,"fat"
"4526",163,55,"normal"
"4527",141,50,"fat"
"4528",199,58,"thin"
"4529",195,48,"thin"
"4530",139,64,"fat"
"4531",146,54,"fat"
"4532",127,53,"fat"
"4533",193,78,"normal"
"4534",168,42,"thin"
"4535",152,48,"normal"
"4536",196,76,"normal"
"4537",125,75,"fat"
"4538",200,74,"normal"
"4539",182,55,"thin"
"4540",172,38,"thin"
"4541",180,48,"thin"
"4542",200,41,"thin"
"4543",186,63,"thin"
"4544",186,52,"thin"
"4545",197,54,"thin"
"4546",127,52,"fat"
"4547",184,79,"normal"
"4548",169,75,"fat"
"4549",123,50,"fat"
"4550",188,62,"thin"
"4551",156,50,"normal"
"4552",145,59,"fat"
"4553",187,42,"thin"
"4554",150,66,"fat"
"4555",126,69,"fat"
"4556",143,63,"fat"
"4557",152,64,"fat"
"4558",129,38,"normal"
"4559",166,74,"fat"
"4560",171,75,"fat"
"4561",128,37,"normal"
"4562",151,76,"fat"
"4563",139,53,"fat"
"4564",197,77,"normal"
"4565",124,70,"fat"
"4566",195,63,"thin"
"4567",198,58,"thin"
"4568",195,49,"thin"
"4569",185,78,"normal"
"4570",161,52,"normal"
"4571",179,38,"thin"
"4572",195,68,"thin"
"4573",168,55,"normal"
"4574",143,75,"fat"
"4575",135,52,"fat"
"4576",164,40,"thin"
"4577",146,36,"thin"
"4578",176,68,"normal"
"4579",130,63,"fat"
"4580",169,71,"normal"
"4581",132,75,"fat"
"4582",166,72,"fat"
"4583",150,68,"fat"
"4584",191,37,"thin"
"4585",190,54,"thin"
"4586",187,80,"normal"
"4587",135,56,"fat"
"4588",192,69,"normal"
"4589",180,57,"thin"
"4590",172,57,"normal"
"4591",193,66,"thin"
"4592",140,68,"fat"
"4593",138,75,"fat"
"4594",151,76,"fat"
"4595",159,69,"fat"
"4596",132,40,"normal"
"4597",174,50,"thin"
"4598",120,56,"fat"
"4599",181,47,"thin"
"4600",169,77,"fat"
"4601",187,41,"thin"
"4602",141,53,"fat"
"4603",143,46,"normal"
"4604",136,66,"fat"
"4605",160,44,"thin"
"4606",172,57,"normal"
"4607",143,56,"fat"
"4608",180,64,"normal"
"4609",165,74,"fat"
"4610",139,37,"normal"
"4611",161,67,"fat"
"4612",126,75,"fat"
"4613",167,46,"thin"
"4614",196,71,"thin"
"4615",131,49,"fat"
"4616",177,42,"thin"
"4617",162,43,"thin"
"4618",156,37,"thin"
"4619",131,56,"fat"
"4620",168,39,"thin"
"4621",179,78,"normal"
"4622",197,54,"thin"
"4623",142,77,"fat"
"4624",166,72,"fat"
"4625",130,50,"fat"
"4626",125,53,"fat"
"4627",184,38,"thin"
"4628",173,71,"normal"
"4629",185,80,"normal"
"4630",156,46,"normal"
"4631",163,72,"fat"
"4632",148,75,"fat"
"4633",193,39,"thin"
"4634",166,37,"thin"
"4635",179,39,"thin"
"4636",136,57,"fat"
"4637",157,41,"thin"
"4638",133,68,"fat"
"4639",198,42,"thin"
"4640",147,68,"fat"
"4641",147,75,"fat"
"4642",191,65,"thin"
"4643",133,57,"fat"
"4644",163,47,"thin"
"4645",146,63,"fat"
"4646",134,71,"fat"
"4647",161,44,"thin"
"4648",132,47,"fat"
"4649",163,44,"thin"
"4650",196,75,"normal"
"4651",166,44,"thin"
"4652",159,62,"normal"
"4653",141,62,"fat"
"4654",186,54,"thin"
"4655",133,43,"normal"
"4656",166,52,"normal"
"4657",170,39,"thin"
"4658",180,52,"thin"
"4659",175,49,"thin"
"4660",154,56,"normal"
"4661",131,40,"normal"
"4662",168,73,"fat"
"4663",132,71,"fat"
"4664",176,44,"thin"
"4665",139,72,"fat"
"4666",124,65,"fat"
"4667",148,46,"normal"
"4668",167,49,"thin"
"4669",139,71,"fat"
"4670",190,51,"thin"
"4671",200,46,"thin"
"4672",131,68,"fat"
"4673",184,43,"thin"
"4674",125,69,"fat"
"4675",131,38,"normal"
"4676",177,68,"normal"
"4677",156,80,"fat"
"4678",140,61,"fat"
"4679",177,79,"fat"
"4680",185,79,"normal"
"4681",139,45,"normal"
"4682",166,50,"thin"
"4683",170,35,"thin"
"4684",121,58,"fat"
"4685",136,78,"fat"
"4686",192,39,"thin"
"4687",155,36,"thin"
"4688",137,41,"normal"
"4689",144,79,"fat"
"4690",147,60,"fat"
"4691",178,58,"thin"
"4692",120,71,"fat"
"4693",125,68,"fat"
"4694",147,79,"fat"
"4695",141,38,"normal"
"4696",181,44,"thin"
"4697",124,43,"fat"
"4698",130,61,"fat"
"4699",154,48,"normal"
"4700",199,78,"normal"
"4701",152,74,"fat"
"4702",179,44,"thin"
"4703",164,77,"fat"
"4704",138,55,"fat"
"4705",167,47,"thin"
"4706",199,68,"thin"
"4707",164,76,"fat"
"4708",143,69,"fat"
"4709",166,53,"normal"
"4710",166,71,"fat"
"4711",171,61,"normal"
"4712",185,73,"normal"
"4713",130,70,"fat"
"4714",142,67,"fat"
"4715",197,35,"thin"
"4716",181,46,"thin"
"4717",139,68,"fat"
"4718",200,38,"thin"
"4719",152,70,"fat"
"4720",130,40,"normal"
"4721",199,65,"thin"
"4722",149,41,"thin"
"4723",144,66,"fat"
"4724",198,64,"thin"
"4725",169,71,"normal"
"4726",194,71,"normal"
"4727",132,48,"fat"
"4728",168,63,"normal"
"4729",122,48,"fat"
"4730",162,59,"normal"
"4731",174,54,"thin"
"4732",182,72,"normal"
"4733",189,53,"thin"
"4734",171,42,"thin"
"4735",142,49,"normal"
"4736",178,74,"normal"
"4737",186,71,"normal"
"4738",120,74,"fat"
"4739",169,72,"fat"
"4740",135,58,"fat"
"4741",198,39,"thin"
"4742",124,58,"fat"
"4743",120,43,"fat"
"4744",159,38,"thin"
"4745",144,74,"fat"
"4746",179,56,"thin"
"4747",123,66,"fat"
"4748",143,71,"fat"
"4749",196,67,"thin"
"4750",125,41,"fat"
"4751",126,39,"normal"
"4752",171,61,"normal"
"4753",128,73,"fat"
"4754",152,44,"normal"
"4755",186,44,"thin"
"4756",126,75,"fat"
"4757",171,61,"normal"
"4758",170,75,"fat"
"4759",159,76,"fat"
"4760",196,54,"thin"
"4761",138,77,"fat"
"4762",197,63,"thin"
"4763",151,70,"fat"
"4764",128,72,"fat"
"4765",184,63,"normal"
"4766",181,72,"normal"
"4767",145,72,"fat"
"4768",128,68,"fat"
"4769",174,69,"normal"
"4770",147,51,"normal"
"4771",138,54,"fat"
"4772",140,78,"fat"
"4773",177,57,"thin"
"4774",183,46,"thin"
"4775",160,45,"thin"
"4776",124,66,"fat"
"4777",190,45,"thin"
"4778",159,45,"thin"
"4779",191,50,"thin"
"4780",199,46,"thin"
"4781",153,67,"fat"
"4782",173,68,"normal"
"4783",140,74,"fat"
"4784",199,51,"thin"
"4785",196,38,"thin"
"4786",187,68,"normal"
"4787",156,37,"thin"
"4788",130,70,"fat"
"4789",124,77,"fat"
"4790",146,73,"fat"
"4791",121,39,"fat"
"4792",156,57,"normal"
"4793",141,74,"fat"
"4794",163,36,"thin"
"4795",189,49,"thin"
"4796",122,42,"fat"
"4797",199,62,"thin"
"4798",189,65,"thin"
"4799",167,68,"normal"
"4800",140,72,"fat"
"4801",146,53,"normal"
"4802",194,61,"thin"
"4803",193,36,"thin"
"4804",185,47,"thin"
"4805",197,46,"thin"
"4806",163,78,"fat"
"4807",130,77,"fat"
"4808",184,64,"normal"
"4809",188,66,"normal"
"4810",120,73,"fat"
"4811",197,41,"thin"
"4812",160,51,"normal"
"4813",182,43,"thin"
"4814",180,38,"thin"
"4815",169,50,"thin"
"4816",121,80,"fat"
"4817",168,59,"normal"
"4818",129,70,"fat"
"4819",120,64,"fat"
"4820",160,59,"normal"
"4821",193,65,"thin"
"4822",148,68,"fat"
"4823",163,76,"fat"
"4824",183,73,"normal"
"4825",170,47,"thin"
"4826",190,76,"normal"
"4827",172,35,"thin"
"4828",120,59,"fat"
"4829",148,73,"fat"
"4830",126,39,"normal"
"4831",178,70,"normal"
"4832",179,80,"normal"
"4833",194,36,"thin"
"4834",128,37,"normal"
"4835",125,80,"fat"
"4836",141,45,"normal"
"4837",190,59,"thin"
"4838",188,39,"thin"
"4839",172,38,"thin"
"4840",121,61,"fat"
"4841",151,50,"normal"
"4842",159,70,"fat"
"4843",131,46,"fat"
"4844",193,77,"normal"
"4845",173,50,"thin"
"4846",120,50,"fat"
"4847",126,48,"fat"
"4848",181,80,"normal"
"4849",167,43,"thin"
"4850",137,54,"fat"
"4851",191,63,"thin"
"4852",131,61,"fat"
"4853",178,41,"thin"
"4854",169,49,"thin"
"4855",174,54,"thin"
"4856",132,62,"fat"
"4857",181,54,"thin"
"4858",137,68,"fat"
"4859",140,54,"fat"
"4860",188,45,"thin"
"4861",127,68,"fat"
"4862",142,74,"fat"
"4863",135,54,"fat"
"4864",146,42,"normal"
"4865",165,52,"normal"
"4866",151,76,"fat"
"4867",192,76,"normal"
"4868",148,43,"normal"
"4869",194,72,"normal"
"4870",165,68,"normal"
"4871",120,58,"fat"
"4872",155,68,"fat"
"4873",177,76,"normal"
"4874",122,72,"fat"
"4875",131,76,"fat"
"4876",194,73,"normal"
"4877",124,66,"fat"
"4878",155,35,"thin"
"4879",182,43,"thin"
"4880",161,76,"fat"
"4881",153,40,"thin"
"4882",183,65,"normal"
"4883",200,35,"thin"
"4884",189,37,"thin"
"4885",193,65,"thin"
"4886",180,51,"thin"
"4887",197,37,"thin"
"4888",182,65,"normal"
"4889",145,68,"fat"
"4890",163,79,"fat"
"4891",174,63,"normal"
"4892",145,50,"normal"
"4893",195,71,"normal"
"4894",188,51,"thin"
"4895",127,67,"fat"
"4896",169,69,"normal"
"4897",185,40,"thin"
"4898",139,73,"fat"
"4899",122,75,"fat"
"4900",186,57,"thin"
"4901",148,43,"normal"
"4902",151,72,"fat"
"4903",128,52,"fat"
"4904",151,57,"normal"
"4905",139,52,"fat"
"4906",146,43,"normal"
"4907",144,55,"fat"
"4908",187,65,"normal"
"4909",135,54,"fat"
"4910",167,64,"normal"
"4911",187,76,"normal"
"4912",150,61,"fat"
"4913",147,45,"normal"
"4914",197,80,"normal"
"4915",194,50,"thin"
"4916",169,78,"fat"
"4917",124,72,"fat"
"4918",190,46,"thin"
"4919",128,60,"fat"
"4920",163,39,"thin"
"4921",126,35,"normal"
"4922",179,66,"normal"
"4923",163,56,"normal"
"4924",147,78,"fat"
"4925",149,71,"fat"
"4926",179,49,"thin"
"4927",164,66,"normal"
"4928",128,67,"fat"
"4929",157,73,"fat"
"4930",140,66,"fat"
"4931",161,54,"normal"
"4932",132,47,"fat"
"4933",146,40,"normal"
"4934",129,74,"fat"
"4935",174,72,"normal"
"4936",187,69,"normal"
"4937",147,80,"fat"
"4938",165,80,"fat"
"4939",168,67,"normal"
"4940",136,63,"fat"
"4941",195,56,"thin"
"4942",139,42,"normal"
"4943",152,54,"normal"
"4944",155,70,"fat"
"4945",182,61,"thin"
"4946",165,46,"thin"
"4947",197,58,"thin"
"4948",131,39,"normal"
"4949",126,37,"normal"
"4950",171,38,"thin"
"4951",132,48,"fat"
"4952",183,56,"thin"
"4953",173,69,"normal"
"4954",167,56,"normal"
"4955",194,45,"thin"
"4956",159,66,"fat"
"4957",153,69,"fat"
"4958",134,78,"fat"
"4959",186,49,"thin"
"4960",155,79,"fat"
"4961",138,57,"fat"
"4962",180,45,"thin"
"4963",132,53,"fat"
"4964",150,74,"fat"
"4965",167,74,"fat"
"4966",198,76,"normal"
"4967",177,59,"normal"
"4968",187,50,"thin"
"4969",190,60,"thin"
"4970",172,68,"normal"
"4971",171,53,"thin"
"4972",168,69,"normal"
"4973",156,71,"fat"
"4974",175,57,"normal"
"4975",134,45,"fat"
"4976",137,80,"fat"
"4977",183,40,"thin"
"4978",131,75,"fat"
"4979",180,80,"normal"
"4980",137,55,"fat"
"4981",155,53,"normal"
"4982",194,70,"normal"
"4983",194,56,"thin"
"4984",156,37,"thin"
"4985",161,37,"thin"
"4986",152,45,"normal"
"4987",193,63,"thin"
"4988",135,61,"fat"
"4989",197,66,"thin"
"4990",127,37,"normal"
"4991",126,47,"fat"
"4992",147,48,"normal"
"4993",170,72,"normal"
"4994",149,75,"fat"
"4995",137,52,"fat"
"4996",165,72,"fat"
"4997",198,78,"normal"
"4998",173,76,"fat"
"4999",186,46,"thin"
"5000",193,48,"thin"
"5001",126,40,"fat"
"5002",200,73,"thin"
"5003",163,47,"thin"
"5004",159,78,"fat"
"5005",192,62,"thin"
"5006",187,74,"normal"
"5007",134,70,"fat"
"5008",120,66,"fat"
"5009",163,68,"fat"
"5010",175,54,"thin"
"5011",148,51,"normal"
"5012",172,74,"fat"
"5013",128,77,"fat"
"5014",167,49,"thin"
"5015",170,57,"normal"
"5016",162,50,"normal"
"5017",161,40,"thin"
"5018",148,58,"fat"
"5019",197,53,"thin"
"5020",136,72,"fat"
"5021",159,38,"thin"
"5022",147,49,"normal"
"5023",196,53,"thin"
"5024",128,36,"normal"
"5025",158,50,"normal"
"5026",186,69,"normal"
"5027",191,42,"thin"
"5028",130,78,"fat"
"5029",172,71,"normal"
"5030",200,62,"thin"
"5031",130,48,"fat"
"5032",148,57,"fat"
"5033",120,65,"fat"
"5034",193,55,"thin"
"5035",160,80,"fat"
"5036",141,49,"normal"
"5037",157,65,"fat"
"5038",191,35,"thin"
"5039",142,80,"fat"
"5040",155,59,"normal"
"5041",174,40,"thin"
"5042",163,78,"fat"
"5043",145,35,"thin"
"5044",198,50,"thin"
"5045",127,51,"fat"
"5046",166,46,"thin"
"5047",120,63,"fat"
"5048",167,68,"normal"
"5049",130,62,"fat"
"5050",191,62,"thin"
"5051",140,50,"fat"
"5052",130,53,"fat"
"5053",147,56,"fat"
"5054",137,59,"fat"
"5055",194,74,"normal"
"5056",130,48,"fat"
"5057",147,38,"thin"
"5058",179,37,"thin"
"5059",178,49,"thin"
"5060",190,63,"thin"
"5061",173,49,"thin"
"5062",159,59,"normal"
"5063",134,72,"fat"
"5064",187,45,"thin"
"5065",156,64,"fat"
"5066",142,50,"normal"
"5067",139,55,"fat"
"5068",162,35,"thin"
"5069",184,74,"normal"
"5070",179,77,"normal"
"5071",182,69,"normal"
"5072",127,73,"fat"
"5073",125,54,"fat"
"5074",177,68,"normal"
"5075",140,39,"normal"
"5076",137,69,"fat"
"5077",148,62,"fat"
"5078",134,58,"fat"
"5079",130,50,"fat"
"5080",155,59,"normal"
"5081",190,80,"normal"
"5082",169,60,"normal"
"5083",188,75,"normal"
"5084",171,79,"fat"
"5085",167,60,"normal"
"5086",141,62,"fat"
"5087",134,42,"normal"
"5088",125,43,"fat"
"5089",198,78,"normal"
"5090",177,69,"normal"
"5091",200,69,"thin"
"5092",166,52,"normal"
"5093",127,77,"fat"
"5094",194,60,"thin"
"5095",165,69,"fat"
"5096",174,49,"thin"
"5097",168,41,"thin"
"5098",195,61,"thin"
"5099",189,68,"normal"
"5100",194,73,"normal"
"5101",138,56,"fat"
